Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
279.0,3,Pennsylvania,20,49,42,,Oct 06,,,,,,,,Redfield and Wilton Strategies-3
278.5,2,Pennsylvania,20,50,45,,Oct 05,,,,,,,,Emerson Coll.-2
278.0,9,Pennsylvania,20,50,45,,Oct 08,,,,,,,,Baldwin Wallace U.-9
277.0,5,Pennsylvania,20,54,41,,Oct 05,,,,,,,,Quinnipiac U.-5
276.0,5,Pennsylvania,20,54,43,,Oct 04,,,,,,,,Monmouth U.-5
276.0,7,Pennsylvania,20,50,45,,Oct 05,,,,,,,,Ipsos-7
275.0,3,Pennsylvania,20,49,42,,Oct 02,,,,,,,,Siena Coll.-3
275.0,3,Pennsylvania,20,51,44,,Oct 02,,,,,,,,YouGov-3
270.0,3,Pennsylvania,20,49,40,,Sep 27,,,,,,,,Siena Coll.-3
269.0,3,Pennsylvania,20,50,45,,Sep 26,,,,,,,,TIPP-3
268.0,3,Pennsylvania,20,50,44,,Sep 25,,,,,,,,Redfield and Wilton Strategies-3
267.5,6,Pennsylvania,20,54,45,,Sep 26,,,,,,,,Langer Research-6
265.5,4,Pennsylvania,20,51,44,,Sep 23,,,,,,,,Fox News-4
261.0,7,Pennsylvania,20,48,42,,Sep 20,,,,,,,,Franklin+Marshall Coll.-7
259.5,12,Pennsylvania,20,49,45,,Sep 21,,,,,,,,YouGov-12
259.0,15,Pennsylvania,20,47,45,,Sep 22,,,,,,,,Baldwin Wallace U.-15
257.5,6,Pennsylvania,20,49,46,,Sep 16,,,,,,,,Ipsos-6
257.0,3,Pennsylvania,20,49,44,,Sep 14,,,,,,,,Redfield and Wilton Strategies-3
257.0,5,Pennsylvania,20,52,45,,Sep 15,,,,,,,,Civiqs-5
253.5,4,Pennsylvania,20,48,43,,Sep 11,,,,,,,,Climate Nexus-4
248.5,4,Pennsylvania,20,51,44,,Sep 06,,,,,,,,TargetSmart-4
247.5,8,Pennsylvania,20,53,44,,Sep 07,,,,,,,,Marist Coll.-8
246.5,12,Pennsylvania,20,49,46,,Sep 08,,,,,,,,Benenson Strategy/GS Strategy-12
245.0,5,Pennsylvania,20,48,43,,Sep 03,,,,,,,,Redfield and Wilton Strategies-5
243.0,5,Pennsylvania,20,52,44,,Sep 01,,,,,,,,Quinnipiac U.-5
242.5,4,Pennsylvania,20,49,46,,Aug 31,,,,,,,,Monmouth U.-4
239.0,3,Pennsylvania,20,48,48,,Aug 27,,,,,,,,Pulse Opinion Research-3
238.5,10,Pennsylvania,20,49,45,,Aug 30,,,,,,,,Morning Consult-10
233.0,7,Pennsylvania,20,49,42,,Aug 23,,,,,,,,Franklin+Marshall Coll.-7
229.5,2,Pennsylvania,20,48,41,,Aug 17,,,,,,,,Redfield and Wilton Strategies-2
228.0,5,Pennsylvania,20,51,44,,Aug 17,,,,,,,,Civiqs-5
227.0,7,Pennsylvania,20,49,45,,Aug 17,,,,,,,,Muhlenberg Coll.-7
222.0,3,Pennsylvania,20,53,47,,Aug 10,,,,,,,,Emerson Coll.-3
218.5,4,Pennsylvania,20,49,43,,Aug 07,,,,,,,,YouGov-4
205.0,7,Pennsylvania,20,50,41,,Jul 26,,,,,,,,Franklin+Marshall Coll.-7
204.0,3,Pennsylvania,20,44,43,,Jul 23,,,,,,,,Zogby Analytics-3
203.5,10,Pennsylvania,20,50,42,,Jul 26,,,,,,,,Morning Consult-10
202.0,3,Pennsylvania,20,48,41,,Jul 21,,,,,,,,Redfield and Wilton Strategies-3
201.0,3,Pennsylvania,20,50,39,,Jul 20,,,,,,,,Fox News-3
197.5,2,Pennsylvania,20,51,46,,Jul 16,,,,,,,,Pulse Opinion Research-2
193.0,5,Pennsylvania,20,52,42,,Jul 13,,,,,,,,Monmouth U.-5
167.0,3,Pennsylvania,20,49,39,,Jun 16,,,,,,,,Redfield and Wilton Strategies-3
164.0,9,Pennsylvania,20,50,40,,Jun 16,,,,,,,,Siena Coll.-9
160.5,6,Pennsylvania,20,49,46,,Jun 11,,,,,,,,Civiqs-6
152.5,4,Pennsylvania,20,49,46,,Jun 02,,,,,,,,Civiqs-4
133.0,5,Pennsylvania,20,48,39,,May 14,,,,,,,,Redfield and Wilton Strategies-5
114.5,6,Pennsylvania,20,49,43,,Apr 26,,,,,,,,Harper Polling-6
111.5,2,Pennsylvania,20,51,44,,Apr 21,,,,,,,,PPP-2
110.5,4,Pennsylvania,20,50,42,,Apr 21,,,,,,,,Fox News-4
108.5,6,Pennsylvania,20,46,40,,Apr 20,,,,,,,,Ipsos-6
 97.0,5,Pennsylvania,20,47,47,,Apr 08,,,,,,,,Civiqs-5
 81.0,9,Pennsylvania,20,45,46,,Mar 25,,,,,,,,Baldwin Wallace U.-9
 76.0,5,Pennsylvania,20,46,48,,Mar 18,,,,,,,,Civiqs-5
 67.0,3,Pennsylvania,20,46,40,,Mar 08,,,,,,,,YouGov-3
 60.5,6,Pennsylvania,20,46,48,,Mar 03,,,,,,,,Civiqs-6
 47.0,9,Pennsylvania,20,47,47,,Feb 20,,,,,,,,Muhlenberg Coll.-9
 46.5,10,Pennsylvania,20,46,45,,Feb 20,,,,,,,,YouGov-10
 46.0,7,Pennsylvania,20,50,42,,Feb 18,,,,,,,,Quinnipiac U.-7
 43.0,13,Pennsylvania,20,47,42,,Feb 18,,,,,,,,Expedition Strategies-13
312.0,1,Rhode Island,4,59,39,,Nov 07,,,,,,,,Election 2020-1
  2.0,1,Rhode Island,4,55,40,,Jan 02,,,,,,,,Election 2016-1
312.0,1,South Carolina,9,42,57,,Nov 07,,,,,,,,Election 2020-1
300.5,10,South Carolina,9,45,51,,Oct 31,,,,,,,,Morning Consult-10
298.5,2,South Carolina,9,44,52,,Oct 25,,,,,,,,East Carolina U.-2
289.5,10,South Carolina,9,45,51,,Oct 20,,,,,,,,Morning Consult-10
286.0,7,South Carolina,9,41,49,,Oct 15,,,,,,,,Siena Coll.-7
280.5,10,South Carolina,9,42,54,,Oct 11,,,,,,,,Morning Consult-10
269.0,5,South Carolina,9,47,48,,Sep 27,,,,,,,,Quinnipiac U.-5
267.5,4,South Carolina,9,42,52,,Sep 25,,,,,,,,YouGov-4
259.5,10,South Carolina,9,44,50,,Sep 20,,,,,,,,Morning Consult-10
256.0,5,South Carolina,9,45,51,,Sep 14,,,,,,,,Quinnipiac U.-5
214.0,5,South Carolina,9,42,47,,Aug 03,,,,,,,,Quinnipiac U.-5
210.5,10,South Carolina,9,44,49,,Aug 02,,,,,,,,Morning Consult-10
145.5,4,South Carolina,9,42,52,,May 26,,,,,,,,Civiqs-4
 60.5,4,South Carolina,9,48,52,,Mar 02,,,,,,,,Emerson Coll.-4
 57.5,4,South Carolina,9,42,48,,Feb 28,,,,,,,,AtlasIntel-4
 32.0,3,South Carolina,9,40,52,,Feb 02,,,,,,,,East Carolina U.-3
312.0,1,South Dakota,3,33,64,,Nov 07,,,,,,,,Election 2020-1
294.0,3,South Dakota,3,40,51,,Oct 21,,,,,,,,Mason Dixon-3
312.0,1,Tennessee,11,37,61,,Nov 07,,,,,,,,Election 2020-1
134.5,18,Tennessee,11,42,51,,May 22,,,,,,,,SSRS-18
117.5,10,Tennessee,11,36,53,,May 01,,,,,,,,East Tennessee State U.-10
 29.0,3,Tennessee,11,39,55,,Jan 30,,,,,,,,Mason-Dixon-3
312.0,1,Texas,38,46,52,,Nov 07,,,,,,,,Election 2020-1
304.5,2,Texas,38,47,50,,Oct 31,,,,,,,,AtlasIntel-2
304.0,3,Texas,38,49,50,,Oct 31,,,,,,,,Emerson Coll.-3
302.5,2,Texas,38,50,48,,Oct 29,,,,,,,,PPP-2
301.5,2,Texas,38,46,50,,Oct 28,,,,,,,,RMG Research-2
300.5,10,Texas,38,48,48,,Oct 31,,,,,,,,Morning Consult-10
297.0,7,Texas,38,47,48,,Oct 26,,,,,,,,U. of Mass.-7
296.5,6,Texas,38,43,47,,Oct 25,,,,,,,,Siena Coll.-6
295.0,9,Texas,38,46,49,,Oct 25,,,,,,,,Latino Decisions-9
292.5,4,Texas,38,49,45,,Oct 20,,,,,,,,Citizen Data-4
291.5,4,Texas,38,47,47,,Oct 19,,,,,,,,Quinnipiac U.-4
290.5,8,Texas,38,45,50,,Oct 20,,,,,,,,YouGov-8
290.5,8,Texas,38,48,45,,Oct 20,,,,,,,,U. of Texas-8
289.5,10,Texas,38,48,47,,Oct 20,,,,,,,,Morning Consult-10
281.5,2,Texas,38,50,49,,Oct 08,,,,,,,,PPP-2
280.5,10,Texas,38,47,49,,Oct 11,,,,,,,,Morning Consult-10
279.5,2,Texas,38,44,51,,Oct 06,,,,,,,,Pulse Opinion Research-2
278.5,4,Texas,38,48,48,,Oct 06,,,,,,,,Civiqs-4
273.5,10,Texas,38,45,50,,Oct 04,,,,,,,,YouGov-10
269.5,2,Texas,38,48,48,,Sep 26,,,,,,,,PPP-2
265.5,8,Texas,38,46,50,,Sep 25,,,,,,,,U. of Mass.-8
263.0,5,Texas,38,45,50,,Sep 21,,,,,,,,Quinnipiac U.-5
263.0,7,Texas,38,43,46,,Sep 22,,,,,,,,Siena Coll.-7
260.5,4,Texas,38,46,48,,Sep 18,,,,,,,,YouGov-4
245.5,2,Texas,38,47,48,,Sep 02,,,,,,,,PPP-2
243.5,6,Texas,38,46,48,,Sep 02,,,,,,,,U. of Texas-6
238.5,10,Texas,38,47,48,,Aug 30,,,,,,,,Morning Consult-10
234.5,2,Texas,38,48,47,,Aug 22,,,,,,,,PPP-2
221.5,10,Texas,38,41,48,,Aug 13,,,,,,,,YouGov-10
210.5,10,Texas,38,47,46,,Aug 02,,,,,,,,Morning Consult-10
203.5,10,Texas,38,47,45,,Jul 26,,,,,,,,Morning Consult-10
200.0,5,Texas,38,45,44,,Jul 20,,,,,,,,Quinnipiac U.-5
190.5,4,Texas,38,45,46,,Jul 10,,,,,,,,YouGov-4
185.0,9,Texas,38,48,43,,Jul 07,,,,,,,,U. of Texas-9
176.5,2,Texas,38,48,46,,Jun 25,,,,,,,,PPP-2
176.0,11,Texas,38,44,48,,Jun 29,,,,,,,,YouGov-11
173.5,4,Texas,38,45,44,,Jun 23,,,,,,,,Fox News-4
170.5,2,Texas,38,46,48,,Jun 19,,,,,,,,PPP-2
155.5,2,Texas,38,48,48,,Jun 04,,,,,,,,PPP-2
151.0,5,Texas,38,43,44,,Jun 01,,,,,,,,Quinnipiac U.-5
130.0,3,Texas,38,48,52,,May 10,,,,,,,,Emerson Coll.-3
118.5,2,Texas,38,47,46,,Apr 28,,,,,,,,PPP-2
113.5,10,Texas,38,43,43,,Apr 27,,,,,,,,U. of Texas-10
105.5,10,Texas,38,44,49,,Apr 19,,,,,,,,YouGov-10
 58.5,8,Texas,38,43,47,,Mar 02,,,,,,,,AtlasIntel-8
 56.0,5,Texas,38,45,49,,Feb 27,,,,,,,,Marist Coll.-5
 55.0,5,Texas,38,48,47,,Feb 26,,,,,,,,SSRS-5
 52.5,10,Texas,38,44,45,,Feb 26,,,,,,,,U. of Texas-10
 35.5,10,Texas,38,43,47,,Feb 09,,,,,,,,YouGov-10
 25.5,10,Texas,38,44,46,,Jan 30,,,,,,,,U. of Texas-10
 18.5,6,Texas,38,40,54,,Jan 21,,,,,,,,Data for Progress-6
 14.5,10,Texas,38,46,51,,Jan 19,,,,,,,,Texas Lyceum-10
312.0,1,Utah,6,38,58,,Nov 07,,,,,,,,Election 2020-1
293.5,10,Utah,6,44,51,,Oct 24,,,,,,,,Y2 Analytics-10
288.5,6,Utah,6,38,50,,Oct 17,,,,,,,,RMG Research-6
274.0,9,Utah,6,40,50,,Oct 04,,,,,,,,Y2 Analytics-9
253.5,6,Utah,6,35,53,,Sep 12,,,,,,,,RMG Research-6
211.5,6,Utah,6,31,50,,Aug 01,,,,,,,,RMG Research-6
133.0,7,Utah,6,41,44,,May 15,,,,,,,,Y2 Analytics-7
 85.5,10,Utah,6,41,46,,Mar 30,,,,,,,,Y2 Analytics-10
 18.5,8,Utah,6,31,49,,Jan 22,,,,,,,,RMG Research-8
312.0,1,Vermont,3,65,32,,Nov 07,,,,,,,,Election 2020-1
253.0,13,Vermont,3,56,32,,Sep 15,,,,,,,,Braun Research-13
312.0,1,Virginia,13,53,45,,Nov 07,,,,,,,,Election 2020-1
300.0,7,Virginia,13,53,42,,Oct 29,,,,,,,,Roanoke Coll.-7
295.0,13,Virginia,13,53,41,,Oct 27,,,,,,,,Christopher Newport U.-13
291.5,10,Virginia,13,51,39,,Oct 22,,,,,,,,Virginia Commonwealth U.-10
290.0,7,Virginia,13,52,41,,Oct 19,,,,,,,,George Mason U.-7
286.5,4,Virginia,13,55,42,,Oct 14,,,,,,,,Civiqs-4
284.0,3,Virginia,13,51,42,,Oct 11,,,,,,,,Cygnal-3
280.0,13,Virginia,13,53,38,,Oct 12,,,,,,,,Roanoke Coll.-13
267.5,4,Virginia,13,52,41,,Sep 25,,,,,,,,Cygnal-4
259.0,13,Virginia,13,48,43,,Sep 21,,,,,,,,Christopher Newport U.-13
246.0,11,Virginia,13,53,39,,Sep 07,,,,,,,,Virginia Commonwealth U.-11
228.5,14,Virginia,13,53,39,,Aug 22,,,,,,,,Roanoke Coll.-14
203.5,10,Virginia,13,52,41,,Jul 26,,,,,,,,Morning Consult-10
197.0,9,Virginia,13,50,39,,Jul 19,,,,,,,,Virginia Commonwealth U.-9
130.5,14,Virginia,13,51,39,,May 16,,,,,,,,Roanoke Coll.-14
 92.0,15,Virginia,13,51,41,,Apr 08,,,,,,,,Virginia Commonwealth U.-15
 57.5,4,Virginia,13,45,38,,Feb 28,,,,,,,,Hampton University-4
 44.5,10,Virginia,13,48,40,,Feb 18,,,,,,,,Roanoke Coll.-10
312.0,1,Washington,12,61,37,,Nov 07,,,,,,,,Election 2020-1
288.5,2,Washington,12,60,37,,Oct 15,,,,,,,,PPP-2
284.0,5,Washington,12,55,34,,Oct 12,,,,,,,,SurveyUSA-5
255.0,7,Washington,12,58,36,,Sep 14,,,,,,,,Strategies 360-7
206.5,6,Washington,12,62,28,,Jul 27,,,,,,,,SurveyUSA-6
140.5,2,Washington,12,59,37,,May 20,,,,,,,,PPP-2
138.5,4,Washington,12,57,31,,May 19,,,,,,,,SurveyUSA-4
 94.0,7,Washington,12,52,39,,Apr 06,,,,,,,,EMC Research-7
 65.0,3,Washington,12,57,34,,Mar 06,,,,,,,,SurveyUSA-3
312.0,1,West Virginia,5,30,69,,Nov 07,,,,,,,,Election 2020-1
293.5,2,West Virginia,5,38,58,,Oct 20,,,,,,,,Triton Polling and Res.-2
277.5,6,West Virginia,5,39,53,,Oct 06,,,,,,,,Research America Inc.-6
273.5,2,West Virginia,5,38,56,,Sep 30,,,,,,,,Triton Polling and Res.-2
312.0,1,Wisconsin,10,50,49,,Nov 07,,,,,,,,Election 2020-1
305.5,2,Wisconsin,10,50,42,,Nov 01,,,,,,,,Research Co.-2
304.5,2,Wisconsin,10,51,49,,Oct 31,,,,,,,,AtlasIntel-2
304.5,4,Wisconsin,10,51,47,,Nov 01,,,,,,,,Civiqs-4
303.5,2,Wisconsin,10,53,45,,Oct 30,,,,,,,,Emerson Coll.-2
303.5,6,Wisconsin,10,53,45,,Nov 01,,,,,,,,Ipsos-6
302.0,5,Wisconsin,10,52,41,,Oct 30,,,,,,,,Siena Coll.-5
301.5,4,Wisconsin,10,53,41,,Oct 29,,,,,,,,Redfield and Wilton Strategies-4
300.5,8,Wisconsin,10,52,44,,Oct 30,,,,,,,,SSRS-8
300.5,10,Wisconsin,10,54,41,,Oct 31,,,,,,,,Morning Consult-10
297.0,5,Wisconsin,10,48,43,,Oct 25,,,,,,,,Marquette Law School-5
297.0,7,Wisconsin,10,53,44,,Oct 26,,,,,,,,Ipsos-7
296.5,6,Wisconsin,10,57,40,,Oct 25,,,,,,,,Langer Research-6
292.5,4,Wisconsin,10,49,44,,Oct 20,,,,,,,,Fox News-4
291.0,7,Wisconsin,10,50,44,,Oct 20,,,,,,,,RMG Research-7
291.0,9,Wisconsin,10,53,44,,Oct 21,,,,,,,,YouGov-9
290.5,6,Wisconsin,10,50,45,,Oct 19,,,,,,,,Latino Decisions-6
290.0,7,Wisconsin,10,51,43,,Oct 19,,,,,,,,Ipsos-7
289.5,10,Wisconsin,10,54,42,,Oct 20,,,,,,,,Morning Consult-10
288.5,4,Wisconsin,10,51,46,,Oct 16,,,,,,,,YouGov-4
285.5,4,Wisconsin,10,53,40,,Oct 13,,,,,,,,Redfield and Wilton Strategies-4
283.5,4,Wisconsin,10,51,41,,Oct 11,,,,,,,,Siena Coll.-4
283.5,4,Wisconsin,10,53,45,,Oct 11,,,,,,,,Civiqs-4
282.5,6,Wisconsin,10,51,44,,Oct 11,,,,,,,,Ipsos-6
280.5,10,Wisconsin,10,51,44,,Oct 11,,,,,,,,Morning Consult-10
279.5,4,Wisconsin,10,51,41,,Oct 07,,,,,,,,Redfield and Wilton Strategies-4
278.0,9,Wisconsin,10,49,43,,Oct 08,,,,,,,,Baldwin Wallace U.-9
276.0,5,Wisconsin,10,47,42,,Oct 04,,,,,,,,Marquette Law School-5
276.0,7,Wisconsin,10,50,44,,Oct 05,,,,,,,,Ipsos-7
269.0,5,Wisconsin,10,48,43,,Sep 27,,,,,,,,Redfield and Wilton Strategies-5
266.0,5,Wisconsin,10,54,44,,Sep 24,,,,,,,,Marist Coll.-5
259.5,12,Wisconsin,10,50,46,,Sep 21,,,,,,,,YouGov-12
259.0,15,Wisconsin,10,50,41,,Sep 22,,,,,,,,Baldwin Wallace U.-15
258.0,5,Wisconsin,10,47,41,,Sep 16,,,,,,,,Redfield and Wilton Strategies-5
257.5,6,Wisconsin,10,48,43,,Sep 16,,,,,,,,Ipsos-6
257.0,5,Wisconsin,10,51,44,,Sep 15,,,,,,,,Civiqs-5
255.0,5,Wisconsin,10,52,42,,Sep 13,,,,,,,,SSRS-5
254.5,6,Wisconsin,10,52,46,,Sep 13,,,,,,,,Langer Research-6
253.0,3,Wisconsin,10,48,43,,Sep 10,,,,,,,,Siena Coll.-3
251.0,3,Wisconsin,10,51,44,,Sep 08,,,,,,,,Emerson Coll.-3
249.5,10,Wisconsin,10,50,43,,Sep 10,,,,,,,,Morning Consult-10
247.0,3,Wisconsin,10,50,44,,Sep 04,,,,,,,,YouGov-3
246.5,12,Wisconsin,10,50,45,,Sep 08,,,,,,,,Benenson Strategy/GS Strategy-12
245.5,2,Wisconsin,10,51,43,,Sep 02,,,,,,,,Pulse Opinion Research-2
245.5,6,Wisconsin,10,50,41,,Sep 04,,,,,,,,Redfield and Wilton Strategies-6
245.0,5,Wisconsin,10,48,44,,Sep 03,,,,,,,,Marquette Law School-5
243.5,4,Wisconsin,10,50,42,,Sep 01,,,,,,,,Fox News-4
238.5,10,Wisconsin,10,52,43,,Aug 30,,,,,,,,Morning Consult-10
237.5,8,Wisconsin,10,53,40,,Aug 28,,,,,,,,Opinium-8
230.5,4,Wisconsin,10,49,39,,Aug 19,,,,,,,,Redfield and Wilton Strategies-4
228.0,5,Wisconsin,10,51,45,,Aug 17,,,,,,,,Civiqs-5
224.5,10,Wisconsin,10,49,43,,Aug 16,,,,,,,,Morning Consult-10
219.5,6,Wisconsin,10,50,46,,Aug 09,,,,,,,,Marquette Law School-6
218.5,2,Wisconsin,10,55,43,,Aug 06,,,,,,,,Pulse Opinion Research-2
218.5,4,Wisconsin,10,48,42,,Aug 07,,,,,,,,YouGov-4
203.5,6,Wisconsin,10,45,35,,Jul 24,,,,,,,,Redfield and Wilton Strategies-6
203.5,10,Wisconsin,10,50,43,,Jul 26,,,,,,,,Morning Consult-10
168.5,6,Wisconsin,10,45,36,,Jun 19,,,,,,,,Redfield and Wilton Strategies-6
168.0,5,Wisconsin,10,51,42,,Jun 18,,,,,,,,Marquette Law School-5
163.5,8,Wisconsin,10,49,38,,Jun 15,,,,,,,,Siena Coll.-8
152.5,4,Wisconsin,10,49,40,,Jun 02,,,,,,,,Fox News-4
133.0,5,Wisconsin,10,48,38,,May 14,,,,,,,,Redfield and Wilton Strategies-5
126.0,5,Wisconsin,10,46,43,,May 07,,,,,,,,Marquette Law School-5
111.5,2,Wisconsin,10,50,45,,Apr 21,,,,,,,,PPP-2
108.5,6,Wisconsin,10,43,40,,Apr 20,,,,,,,,Ipsos-6
 86.5,6,Wisconsin,10,48,45,,Mar 29,,,,,,,,Marquette Law School-6
 81.0,9,Wisconsin,10,45,45,,Mar 25,,,,,,,,Baldwin Wallace U.-9
 70.5,2,Wisconsin,10,48,45,,Mar 11,,,,,,,,PPP-2
 67.0,3,Wisconsin,10,44,42,,Mar 08,,,,,,,,YouGov-3
 52.0,5,Wisconsin,10,46,46,,Feb 23,,,,,,,,Marquette Law School-5
 46.5,10,Wisconsin,10,45,43,,Feb 20,,,,,,,,YouGov-10
 46.0,7,Wisconsin,10,42,49,,Feb 18,,,,,,,,Quinnipiac U.-7
 43.0,13,Wisconsin,10,42,44,,Feb 18,,,,,,,,Expedition Strategies-13
 10.0,5,Wisconsin,10,49,45,,Jan 12,,,,,,,,Marquette Law School-5
  6.5,4,Wisconsin,10,46,41,,Jan 08,,,,,,,,Fox News-4
312.0,1,Wyoming,3,27,70,,Nov 07,,,,,,,,Election 2020-1
292.0,21,Wyoming,3,31,59,,Oct 28,,,,,,,,U. of Wyoming-21
